Age,Tenure,Income,Claims,Current_Plan_Premium Plan,Current_Plan_Standard Plan,Subscription_Status_Inactive
33,2,146237,2,False,True,True
25,5,81273,10,True,False,True
21,12,116878,0,False,False,False
57,23,29895,6,False,False,True
21,28,144968,9,True,False,True
42,14,140700,4,False,True,True
20,24,101559,4,True,False,False
49,8,35699,0,False,False,True
20,3,90061,8,False,False,False
44,13,34715,6,True,False,True
46,4,44169,7,True,False,False
49,1,143413,8,False,False,True
67,10,41163,5,True,False,True
68,8,144264,4,False,False,False
36,23,30782,5,True,False,False
38,2,113177,10,True,False,False
22,26,149481,1,True,False,True
35,27,109328,3,False,False,True
45,28,140028,2,True,False,True
59,8,60585,6,False,False,True
39,2,55682,8,False,False,False
38,24,72864,4,True,False,True
23,1,109416,5,True,False,True
18,11,80114,9,False,False,True
22,9,63067,1,False,False,True
58,8,67685,2,False,True,True
29,14,147262,2,False,False,True
43,7,43073,8,False,True,True
63,24,61035,6,False,True,False
51,4,89977,7,False,True,True
66,10,127710,10,True,False,True
31,26,115373,9,True,False,True
43,1,108362,10,False,False,True
62,23,115517,8,False,True,False
44,27,90450,5,True,False,False
26,14,35382,3,True,False,False
43,5,29437,0,True,False,False
64,7,95971,7,True,False,False
39,26,89612,6,True,False,False
64,4,115355,1,False,True,True
47,15,86929,7,False,True,False
60,25,127411,4,False,True,False
65,17,122518,6,False,True,True
34,5,123864,3,False,False,False
43,4,37329,4,False,True,True
53,27,50169,7,True,False,True
18,15,112468,0,False,True,False
25,12,59594,0,False,False,True
66,27,101957,3,True,False,False
52,4,85631,2,False,True,False
69,12,70033,9,False,True,True
32,16,88133,1,False,True,True
64,17,98165,2,True,False,False
39,7,98861,10,True,False,True
31,12,77290,10,False,False,True
43,29,119031,10,True,False,False
45,28,56750,0,True,False,False
40,18,120155,0,False,True,True
31,25,65461,5,True,False,False
41,2,98800,4,False,True,False
19,23,103222,7,False,True,False
62,7,137020,1,True,False,False
43,1,49226,3,False,False,False
31,7,31721,7,False,False,False
68,26,81154,5,True,False,False
24,12,45609,0,False,False,True
20,12,77130,3,False,True,False
64,0,97909,0,False,True,True
40,5,129211,1,True,False,True
63,23,80249,4,False,False,True
60,18,73895,7,False,False,False
64,15,119473,7,False,True,False
62,7,30656,10,True,False,True
35,27,149865,2,False,False,False
55,0,99520,10,True,False,True
